# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_110040100-t41_1-E5	PfHB3_11	1368149	1368227	+	79	20
exon_PfHB3_110040100-t41_1-E6	PfHB3_11	1368342	1368978	+	637	51
exon_PfHB3_070012300-t41_1-E1	PfHB3_07	350667	350687	+	21	18
exon_PfHB3_070012300-t41_1-E2	PfHB3_07	350846	351334	+	489	50
exon_PfHB3_070012300-t41_1-E3	PfHB3_07	351448	351516	+	69	49
exon_PfHB3_070012300-t41_1-E4	PfHB3_07	351713	351785	+	73	54
exon_PfHB3_070012300-t41_1-E5	PfHB3_07	351889	351926	+	38	50
exon_PfHB3_000016500-t41_1-E1	PfHB3_API	18821	19504	-	684	0
exon_PfHB3_130063400-t41_1-E5	PfHB3_13	2294837	2294956	-	120	15
exon_PfHB3_130063400-t41_1-E4	PfHB3_13	2295112	2295415	-	304	24
exon_PfHB3_130063400-t41_1-E3	PfHB3_13	2295597	2295756	-	160	11
exon_PfHB3_130063400-t41_1-E2	PfHB3_13	2295897	2296040	-	144	16
exon_PfHB3_130063400-t41_1-E1	PfHB3_13	2296259	2296397	-	139	19
exon_PfHB3_130038300:snoRNA-t41_1-E1	PfHB3_13	1353500	1353589	+	90	1
exon_PfHB3_130066700-t41_1-E7	PfHB3_13	2439546	2439602	-	57	49
exon_PfHB3_130066700-t41_1-E6	PfHB3_13	2439842	2439915	-	74	67
exon_PfHB3_130066700-t41_1-E5	PfHB3_13	2439998	2440063	-	66	43
exon_PfHB3_130066700-t41_1-E4	PfHB3_13	2440174	2440238	-	65	25
exon_PfHB3_130066700-t41_1-E3	PfHB3_13	2440360	2440459	-	100	22
exon_PfHB3_130066700-t41_1-E2	PfHB3_13	2440594	2440856	-	263	45
exon_PfHB3_130066700-t41_1-E1	PfHB3_13	2440953	2441101	-	149	30
exon_PfHB3_130074300-t41_1-E1	PfHB3_13	2740080	2742029	+	1950	1
exon_PfHB3_120023200-t41_1-E1	PfHB3_12	699584	700505	+	922	1
exon_PfHB3_120023200-t41_1-E2	PfHB3_12	700637	700819	+	183	4
exon_PfHB3_120023200-t41_1-E3	PfHB3_12	701009	701164	+	156	2
exon_PfHB3_120023200-t41_1-E4	PfHB3_12	701346	701421	+	76	1
exon_PfHB3_120023200-t41_1-E5	PfHB3_12	701512	701566	+	55	0
exon_PfHB3_070021400-t41_1-E7	PfHB3_07	742496	747601	-	5106	2
exon_PfHB3_070021400-t41_1-E6	PfHB3_07	747700	749006	-	1307	0
exon_PfHB3_070021400-t41_1-E5	PfHB3_07	749130	749819	-	690	1
exon_PfHB3_070021400-t41_1-E4	PfHB3_07	749941	750126	-	186	1
exon_PfHB3_070021400-t41_1-E3	PfHB3_07	750260	750475	-	216	0
exon_PfHB3_070021400-t41_1-E2	PfHB3_07	750577	750640	-	64	0
exon_PfHB3_070021400-t41_1-E1	PfHB3_07	750753	750815	-	63	0
exon_PfHB3_070034200-t41_1-E1	PfHB3_07	1296112	1298547	+	2436	1047
exon_PfHB3_030021900-t41_1-E1	PfHB3_03	674330	674938	+	609	0
exon_PfHB3_030008300-t41_1-E3	PfHB3_03	150567	150770	-	204	5
exon_PfHB3_030008300-t41_1-E2	PfHB3_03	150881	150979	-	99	7
exon_PfHB3_030008300-t41_1-E1	PfHB3_03	151110	151322	-	213	5
exon_PfHB3_140081600-t41_1-E1	PfHB3_14	3166525	3166761	+	237	3
exon_PfHB3_140081600-t41_1-E2	PfHB3_14	3166926	3168227	+	1302	228
exon_PfHB3_130028800-t41_1-E1	PfHB3_13	980359	980437	+	79	2
exon_PfHB3_130028800-t41_1-E2	PfHB3_13	980561	980725	+	165	4
exon_PfHB3_130028800-t41_1-E3	PfHB3_13	980810	980958	+	149	7
exon_PfHB3_130028800-t41_1-E4	PfHB3_13	981020	981715	+	696	24
exon_PfHB3_120044800-t41_1-E1	PfHB3_12	1675740	1676057	-	318	295
exon_PfHB3_040018000-t41_1-E21	PfHB3_04	531550	531576	-	27	18
exon_PfHB3_040018000-t41_1-E20	PfHB3_04	531789	531897	-	109	26
exon_PfHB3_040018000-t41_1-E19	PfHB3_04	532002	532052	-	51	5
exon_PfHB3_040018000-t41_1-E18	PfHB3_04	532215	532344	-	130	25
exon_PfHB3_040018000-t41_1-E17	PfHB3_04	532464	532550	-	87	25
exon_PfHB3_040018000-t41_1-E16	PfHB3_04	532658	532748	-	91	23
exon_PfHB3_040018000-t41_1-E15	PfHB3_04	532847	532954	-	108	14
exon_PfHB3_040018000-t41_1-E14	PfHB3_04	533070	533143	-	74	10
exon_PfHB3_040018000-t41_1-E13	PfHB3_04	533243	533303	-	61	16
exon_PfHB3_040018000-t41_1-E12	PfHB3_04	533410	533530	-	121	39
exon_PfHB3_040018000-t41_1-E11	PfHB3_04	533692	533816	-	125	40
exon_PfHB3_040018000-t41_1-E10	PfHB3_04	533918	533965	-	48	24
exon_PfHB3_040018000-t41_1-E9	PfHB3_04	534103	534195	-	93	34
exon_PfHB3_040018000-t41_1-E8	PfHB3_04	534333	534854	-	522	60
exon_PfHB3_040018000-t41_1-E7	PfHB3_04	535001	535387	-	387	26
exon_PfHB3_040018000-t41_1-E6	PfHB3_04	535493	535614	-	122	23
exon_PfHB3_040018000-t41_1-E5	PfHB3_04	535743	535845	-	103	20
exon_PfHB3_040018000-t41_1-E4	PfHB3_04	535962	536084	-	123	27
exon_PfHB3_040018000-t41_1-E3	PfHB3_04	536215	536328	-	114	25
exon_PfHB3_040018000-t41_1-E2	PfHB3_04	536487	537484	-	998	33
exon_PfHB3_040018000-t41_1-E1	PfHB3_04	537649	537736	-	88	13
exon_PfHB3_060017500-t41_1-E1	PfHB3_06	494606	494645	+	40	8
exon_PfHB3_060017500-t41_1-E2	PfHB3_06	494834	494976	+	143	16
exon_PfHB3_140076000-t41_1-E1	PfHB3_14	2915873	2915958	+	86	0
exon_PfHB3_140076000-t41_1-E2	PfHB3_14	2916182	2916327	+	146	0
exon_PfHB3_140076000-t41_1-E3	PfHB3_14	2916483	2916637	+	155	0
exon_PfHB3_140076000-t41_1-E4	PfHB3_14	2916748	2916905	+	158	0
exon_PfHB3_140076000-t41_1-E5	PfHB3_14	2917155	2918569	+	1415	4
exon_PfHB3_140076000-t41_1-E6	PfHB3_14	2918733	2919220	+	488	9
exon_PfHB3_030016500:tRNA-t41_1-E1	PfHB3_03	463473	463546	-	74	0
exon_PfHB3_140073100-t41_1-E1	PfHB3_14	2788817	2790016	+	1200	407
exon_PfHB3_140073100-t41_1-E2	PfHB3_14	2790151	2790202	+	52	42
exon_PfHB3_140073100-t41_1-E3	PfHB3_14	2790321	2790385	+	65	34
exon_PfHB3_130028000-t41_1-E1	PfHB3_13	927053	927314	+	262	3
exon_PfHB3_130028000-t41_1-E2	PfHB3_13	927429	927577	+	149	2
exon_PfHB3_130028000-t41_1-E3	PfHB3_13	927690	927871	+	182	1
exon_PfHB3_130028000-t41_1-E4	PfHB3_13	927965	928069	+	105	1
exon_PfHB3_130028000-t41_1-E5	PfHB3_13	928244	928445	+	202	3
exon_PfHB3_130028000-t41_1-E6	PfHB3_13	928525	928662	+	138	3
exon_PfHB3_130028000-t41_1-E7	PfHB3_13	928826	929056	+	231	2
exon_PfHB3_130028000-t41_1-E8	PfHB3_13	929169	929384	+	216	5
exon_PfHB3_130028000-t41_1-E9	PfHB3_13	929527	930351	+	825	6
exon_PfHB3_110027800-t41_1-E1	PfHB3_11	884891	886162	-	1272	178
exon_PfHB3_060016200-t41_1-E1	PfHB3_06	461631	461992	+	362	33
exon_PfHB3_060016200-t41_1-E2	PfHB3_06	462104	462233	+	130	13
exon_PfHB3_060016200-t41_1-E3	PfHB3_06	462419	462457	+	39	3
exon_PfHB3_020021300-t41_1-E1	PfHB3_02	673029	676523	-	3495	54
exon_PfHB3_110032500-t41_1-E1	PfHB3_11	1046116	1047486	+	1371	2343
exon_PfHB3_130075900-t41_1-E1	PfHB3_13	2803488	2806401	+	2914	492
exon_PfHB3_130075900-t41_1-E2	PfHB3_13	2806626	2807044	+	419	80
exon_PfHB3_100024600-t41_1-E3	PfHB3_10	765424	765540	-	117	5
exon_PfHB3_100024600-t41_1-E2	PfHB3_10	765680	765865	-	186	10
exon_PfHB3_100024600-t41_1-E1	PfHB3_10	766041	766043	-	3	1
exon_PfHB3_070016100-t41_1-E2	PfHB3_07	521765	523102	-	1338	119
exon_PfHB3_070016100-t41_1-E1	PfHB3_07	523828	529155	-	5328	860
exon_PfHB3_130049600-t41_1-E1	PfHB3_13	1736690	1739644	-	2955	369
exon_PfHB3_120036400-t41_1-E2	PfHB3_12	1297910	1297979	-	70	12
exon_PfHB3_120036400-t41_1-E1	PfHB3_12	1298217	1298350	-	134	13
exon_PfHB3_110039500-t41_1-E1	PfHB3_11	1335879	1337687	+	1809	3
exon_PfHB3_070029800-t41_1-E1	PfHB3_07	1077147	1080602	-	3456	245
exon_PfHB3_140064800-t41_1-E1	PfHB3_14	2457253	2459661	+	2409	13
exon_PfHB3_080016300-t41_1-E2	PfHB3_08	563630	564340	-	711	43
exon_PfHB3_080016300-t41_1-E1	PfHB3_08	564530	564862	-	333	25
exon_PfHB3_110009400-t41_1-E1	PfHB3_11	169826	171253	-	1428	445
exon_PfHB3_140063700-t41_1-E1	PfHB3_14	2421160	2422869	+	1710	653
exon_PfHB3_130022600-t41_1-E1	PfHB3_13	711048	711221	+	174	6
exon_PfHB3_130022600-t41_1-E2	PfHB3_13	711377	711877	+	501	33
exon_PfHB3_140016800-t41_1-E1	PfHB3_14	472159	472288	+	130	113
exon_PfHB3_140016800-t41_1-E2	PfHB3_14	472383	472529	+	147	173
exon_PfHB3_140016800-t41_1-E3	PfHB3_14	472613	472744	+	132	143
exon_PfHB3_140016800-t41_1-E4	PfHB3_14	472912	474419	+	1508	744
exon_PfHB3_140011400-t41_1-E1	PfHB3_14	226109	227833	+	1725	134
exon_PfHB3_080011700-t41_1-E1	PfHB3_08	336140	339283	-	3144	2258
exon_PfHB3_110028500-t41_1-E1	PfHB3_11	906767	908257	+	1491	20
exon_PfHB3_010014200-t41_1-E2	PfHB3_01	339761	340343	-	583	470
exon_PfHB3_010014200-t41_1-E1	PfHB3_01	340555	340721	-	167	137
exon_PfHB3_090038500-t41_1-E1	PfHB3_09	1310372	1311826	-	1455	247
exon_PfHB3_050007400-t41_1-E1	PfHB3_05	115565	115643	+	79	0
exon_PfHB3_050007400-t41_1-E2	PfHB3_05	115794	117046	+	1253	49
exon_PfHB3_010012700-t41_1-E1	PfHB3_01	303438	303453	+	16	0
exon_PfHB3_010012700-t41_1-E2	PfHB3_01	303630	303697	+	68	0
exon_PfHB3_010012700-t41_1-E3	PfHB3_01	303832	303963	+	132	6
exon_PfHB3_010012700-t41_1-E4	PfHB3_01	304134	304204	+	71	9
exon_PfHB3_010012700-t41_1-E5	PfHB3_01	304332	304387	+	56	10
exon_PfHB3_010012700-t41_1-E6	PfHB3_01	304528	304833	+	306	9
exon_PfHB3_010012700-t41_1-E7	PfHB3_01	305005	305184	+	180	3
exon_PfHB3_010012700-t41_1-E8	PfHB3_01	305345	305415	+	71	7
exon_PfHB3_010012700-t41_1-E9	PfHB3_01	305517	305570	+	54	7
exon_PfHB3_010012700-t41_1-E10	PfHB3_01	305705	305758	+	54	13
exon_PfHB3_010012700-t41_1-E11	PfHB3_01	305851	305925	+	75	11
exon_PfHB3_110014700-t41_1-E2	PfHB3_11	360569	360813	-	245	58
exon_PfHB3_110014700-t41_1-E1	PfHB3_11	360960	361104	-	145	17
exon_PfHB3_070021700-t41_1-E1	PfHB3_07	756980	756982	+	3	0
exon_PfHB3_070021700-t41_1-E2	PfHB3_07	757070	757137	+	68	1
exon_PfHB3_070021700-t41_1-E3	PfHB3_07	757265	757316	+	52	0
exon_PfHB3_070021700-t41_1-E4	PfHB3_07	757472	757533	+	62	0
exon_PfHB3_070021700-t41_1-E5	PfHB3_07	757634	757703	+	70	0
exon_PfHB3_070021700-t41_1-E6	PfHB3_07	757798	757903	+	106	2
exon_PfHB3_070021700-t41_1-E7	PfHB3_07	758016	758065	+	50	0
exon_PfHB3_070021700-t41_1-E8	PfHB3_07	758318	760364	+	2047	54
exon_PfHB3_070021700-t41_1-E9	PfHB3_07	760499	760548	+	50	16
exon_PfHB3_070021700-t41_1-E10	PfHB3_07	760636	761469	+	834	30
exon_PfHB3_020006000-t41_1-E1	PfHB3_02	40785	40838	+	54	0
exon_PfHB3_020006000-t41_1-E2	PfHB3_02	40994	41902	+	909	3
exon_PfHB3_060012200-t41_1-E12	PfHB3_06	289883	290028	-	146	7
exon_PfHB3_060012200-t41_1-E11	PfHB3_06	290108	290181	-	74	14
exon_PfHB3_060012200-t41_1-E10	PfHB3_06	290314	290415	-	102	18
exon_PfHB3_060012200-t41_1-E9	PfHB3_06	290507	290572	-	66	12
exon_PfHB3_060012200-t41_1-E8	PfHB3_06	290673	290739	-	67	15
exon_PfHB3_060012200-t41_1-E7	PfHB3_06	290844	290908	-	65	12
exon_PfHB3_060012200-t41_1-E6	PfHB3_06	291003	291071	-	69	11
exon_PfHB3_060012200-t41_1-E5	PfHB3_06	291170	291203	-	34	13
exon_PfHB3_060012200-t41_1-E4	PfHB3_06	291280	291385	-	106	16
exon_PfHB3_060012200-t41_1-E3	PfHB3_06	291550	291628	-	79	10
exon_PfHB3_060012200-t41_1-E2	PfHB3_06	291765	291918	-	154	22
exon_PfHB3_060012200-t41_1-E1	PfHB3_06	292050	292125	-	76	6
exon_PfHB3_020010200-t41_1-E1	PfHB3_02	200381	201754	+	1374	134
exon_PfHB3_140071500-t41_1-E1	PfHB3_14	2717721	2717732	+	12	192
exon_PfHB3_140071500-t41_1-E2	PfHB3_14	2718243	2718364	+	122	701
exon_PfHB3_140071500-t41_1-E3	PfHB3_14	2718557	2719088	+	532	1819
exon_PfHB3_030021500-t41_1-E1	PfHB3_03	657075	657098	+	24	261
exon_PfHB3_030021500-t41_1-E2	PfHB3_03	657537	657907	+	371	1630
exon_PfHB3_030021500-t41_1-E3	PfHB3_03	658072	658162	+	91	501
exon_PfHB3_120055500-t41_1-E1	PfHB3_12	2080606	2080743	+	138	78
exon_PfHB3_120055500-t41_1-E2	PfHB3_12	2080938	2081333	+	396	62
exon_PfHB3_110024200-t41_1-E1	PfHB3_11	706737	707188	+	452	22
exon_PfHB3_110024200-t41_1-E2	PfHB3_11	707426	707543	+	118	1
exon_PfHB3_110024200-t41_1-E3	PfHB3_11	707647	707811	+	165	4
exon_PfHB3_110024200-t41_1-E4	PfHB3_11	707995	708056	+	62	13
exon_PfHB3_110024200-t41_1-E5	PfHB3_11	708190	708220	+	31	17
exon_PfHB3_110024200-t41_1-E6	PfHB3_11	708399	708452	+	54	15
exon_PfHB3_110007300-t41_1-E3	PfHB3_11	89775	89827	-	53	62
exon_PfHB3_110007300-t41_1-E2	PfHB3_11	89967	90086	-	120	84
exon_PfHB3_110007300-t41_1-E1	PfHB3_11	90261	91959	-	1699	422
exon_PfHB3_140041300-t41_1-E1	PfHB3_14	1471627	1477041	-	5415	336
exon_PfHB3_020020900-t41_1-E1	PfHB3_02	652278	654437	+	2160	29
exon_PfHB3_000017100-t41_1-E1	PfHB3_API	27688	29100	-	1413	0
exon_PfHB3_120057800-t41_1-E1	PfHB3_12	2173078	2173140	+	63	151
exon_PfHB3_120057800-t41_1-E2	PfHB3_12	2173310	2174656	+	1347	3866
exon_PfHB3_070014200-t41_1-E1	PfHB3_07	435956	445066	+	9111	1605
exon_PfHB3_110027400-t41_1-E4	PfHB3_11	872283	872888	-	606	42
exon_PfHB3_110027400-t41_1-E3	PfHB3_11	873029	873601	-	573	45
exon_PfHB3_110027400-t41_1-E2	PfHB3_11	873770	873807	-	38	8
exon_PfHB3_110027400-t41_1-E1	PfHB3_11	873926	873968	-	43	7
exon_PfHB3_120014100-t41_1-E1	PfHB3_12	408725	413053	+	4329	584
exon_PfHB3_060024400-t41_1-E1	PfHB3_06	796558	797487	-	930	2
exon_PfHB3_140014300-t41_1-E1	PfHB3_14	348980	352471	-	3492	134
exon_PfHB3_050010400-t41_1-E1	PfHB3_05	244595	246433	+	1839	21
exon_PfHB3_130010700-t41_1-E1	PfHB3_13	266477	267112	-	636	36
exon_PfHB3_010010500-t41_1-E1	PfHB3_01	219714	223949	+	4236	68
exon_PfHB3_100033100-t41_1-E1	PfHB3_10	1134837	1136333	+	1497	522
exon_PfHB3_070017200-t41_1-E1	PfHB3_07	574425	574796	-	372	1723
exon_PfHB3_110040200-t41_1-E5	PfHB3_11	1370169	1370210	-	42	25
exon_PfHB3_110040200-t41_1-E4	PfHB3_11	1370349	1370407	-	59	34
exon_PfHB3_110040200-t41_1-E3	PfHB3_11	1370520	1370616	-	97	46
exon_PfHB3_110040200-t41_1-E2	PfHB3_11	1370709	1370837	-	129	28
exon_PfHB3_110040200-t41_1-E1	PfHB3_11	1371148	1371930	-	783	108
exon_PfHB3_040015400-t41_1-E1	PfHB3_04	433969	436116	+	2148	31
exon_PfHB3_030018700-t41_1-E1	PfHB3_03	540403	542253	+	1851	50
exon_PfHB3_120026100-t41_1-E9	PfHB3_12	843956	844664	-	709	118
exon_PfHB3_120026100-t41_1-E8	PfHB3_12	844844	844914	-	71	17
exon_PfHB3_120026100-t41_1-E7	PfHB3_12	845059	845132	-	74	17
exon_PfHB3_120026100-t41_1-E6	PfHB3_12	845288	845421	-	134	22
exon_PfHB3_120026100-t41_1-E5	PfHB3_12	845675	845750	-	76	22
exon_PfHB3_120026100-t41_1-E4	PfHB3_12	846032	846707	-	676	55
exon_PfHB3_120026100-t41_1-E3	PfHB3_12	846900	846979	-	80	16
exon_PfHB3_120026100-t41_1-E2	PfHB3_12	847210	847303	-	94	10
exon_PfHB3_120026100-t41_1-E1	PfHB3_12	847473	847694	-	222	13
exon_PfHB3_060025200-t41_1-E1	PfHB3_06	812909	815467	+	2559	21
exon_PfHB3_090017300-t41_1-E1	PfHB3_09	540236	541876	+	1641	0
exon_PfHB3_090017300-t41_1-E2	PfHB3_09	542006	543082	+	1077	10
exon_PfHB3_140074500-t41_1-E1	PfHB3_14	2865012	2867453	-	2442	299
exon_PfHB3_030015500-t41_1-E1	PfHB3_03	434236	434633	+	398	1
exon_PfHB3_030015500-t41_1-E2	PfHB3_03	434832	434899	+	68	0
exon_PfHB3_030015500-t41_1-E3	PfHB3_03	434975	435006	+	32	0
exon_PfHB3_030015500-t41_1-E4	PfHB3_03	435133	435151	+	19	0
exon_PfHB3_030015500-t41_1-E5	PfHB3_03	435237	435276	+	40	0
exon_PfHB3_030015500-t41_1-E6	PfHB3_03	435449	435486	+	38	0
exon_PfHB3_030015500-t41_1-E7	PfHB3_03	435627	435689	+	63	0
exon_PfHB3_030015500-t41_1-E8	PfHB3_03	435795	435853	+	59	0
exon_PfHB3_030015500-t41_1-E9	PfHB3_03	435932	435984	+	53	0
exon_PfHB3_030015500-t41_1-E10	PfHB3_03	436159	436244	+	86	1
exon_PfHB3_030015500-t41_1-E11	PfHB3_03	436360	436463	+	104	2
exon_PfHB3_030015500-t41_1-E12	PfHB3_03	436568	436741	+	174	4
exon_PfHB3_030015500-t41_1-E13	PfHB3_03	436899	436917	+	19	0
exon_PfHB3_030015500-t41_1-E14	PfHB3_03	437021	437080	+	60	3
exon_PfHB3_030015500-t41_1-E15	PfHB3_03	437287	437372	+	86	2
exon_PfHB3_110019700-t41_1-E2	PfHB3_11	541239	543695	-	2457	71
exon_PfHB3_110019700-t41_1-E1	PfHB3_11	543845	543961	-	117	16
exon_PfHB3_130010600-t41_1-E2	PfHB3_13	263168	263374	-	207	27
exon_PfHB3_130010600-t41_1-E1	PfHB3_13	263489	265123	-	1635	180
exon_PfHB3_090010300-t41_1-E1	PfHB3_09	261234	264417	+	3184	0
exon_PfHB3_090010300-t41_1-E2	PfHB3_09	264641	265113	+	473	0
exon_PfHB3_010005800-t41_1-E2	PfHB3_01	24590	25549	-	960	2
exon_PfHB3_010005800-t41_1-E1	PfHB3_01	25780	25833	-	54	0
exon_PfHB3_120035900-t41_1-E1	PfHB3_12	1269874	1271025	-	1152	99
exon_PfHB3_140009800-t41_1-E1	PfHB3_14	177737	178633	-	897	36
exon_PfHB3_140055800-t41_1-E1	PfHB3_14	2085140	2086642	-	1503	673
exon_PfHB3_130018900-t41_1-E1	PfHB3_13	557996	558193	-	198	52
exon_PfHB3_050025700-t41_1-E1	PfHB3_05	857796	860726	-	2931	66
exon_PfHB3_100011500-t41_1-E1	PfHB3_10	235357	235433	+	77	2
exon_PfHB3_100011500-t41_1-E2	PfHB3_10	235668	235740	+	73	8
exon_PfHB3_100011500-t41_1-E3	PfHB3_10	235879	235935	+	57	10
exon_PfHB3_100011500-t41_1-E4	PfHB3_10	236042	236106	+	65	17
exon_PfHB3_100011500-t41_1-E5	PfHB3_10	236182	236282	+	101	13
exon_PfHB3_100011500-t41_1-E6	PfHB3_10	236393	236457	+	65	9
exon_PfHB3_100011500-t41_1-E7	PfHB3_10	236588	236712	+	125	11
exon_PfHB3_100011500-t41_1-E8	PfHB3_10	236825	237044	+	220	20
exon_PfHB3_000018400-t41_1-E1	PfHB3_MT	21	566	-	546	226
exon_PfHB3_140084300-t41_1-E2	PfHB3_14	3288869	3289918	-	1050	2
exon_PfHB3_140084300-t41_1-E1	PfHB3_14	3290079	3290156	-	78	0
exon_PfHB3_120051700-t41_1-E3	PfHB3_12	1948612	1949862	-	1251	17
exon_PfHB3_120051700-t41_1-E2	PfHB3_12	1950099	1950617	-	519	4
exon_PfHB3_120051700-t41_1-E1	PfHB3_12	1950619	1951056	-	438	8
exon_PfHB3_120044600-t41_1-E1	PfHB3_12	1669122	1672208	-	3087	584
exon_PfHB3_060023400-t41_1-E1	PfHB3_06	749244	749673	+	430	358
exon_PfHB3_060023400-t41_1-E2	PfHB3_06	749880	752653	+	2774	1931
exon_PfHB3_040026500-t41_1-E2	PfHB3_04	919637	919895	-	259	174
exon_PfHB3_040026500-t41_1-E1	PfHB3_04	920070	920251	-	182	151
exon_PfHB3_130043100-t41_1-E1	PfHB3_13	1515684	1516844	+	1161	564
exon_PfHB3_050032700:tRNA-t41_1-E1	PfHB3_05	1162509	1162581	+	73	1
exon_PfHB3_030024100-t41_1-E1	PfHB3_03	774668	776383	+	1716	5
exon_PfHB3_120056200-t41_1-E1	PfHB3_12	2102321	2103730	-	1410	9
exon_PfHB3_090016600-t41_1-E1	PfHB3_09	516862	517692	-	831	122
exon_PfHB3_070034800-t41_1-E1	PfHB3_07	1315894	1316330	+	437	0
exon_PfHB3_070034800-t41_1-E2	PfHB3_07	1316452	1316582	+	131	0
exon_PfHB3_070034800-t41_1-E3	PfHB3_07	1316679	1316980	+	302	0
exon_PfHB3_040022000-t41_1-E1	PfHB3_04	698839	700081	+	1243	8
exon_PfHB3_040022000-t41_1-E2	PfHB3_04	700201	702695	+	2495	9
exon_PfHB3_040022000-t41_1-E3	PfHB3_04	702913	703025	+	113	1
exon_PfHB3_040022000-t41_1-E4	PfHB3_04	703158	703276	+	119	0
exon_PfHB3_040022000-t41_1-E5	PfHB3_04	703572	703768	+	197	3
exon_PfHB3_040022000-t41_1-E6	PfHB3_04	703913	706120	+	2208	14
exon_PfHB3_040022000-t41_1-E7	PfHB3_04	706261	708797	+	2537	20
exon_PfHB3_040022000-t41_1-E8	PfHB3_04	708993	714495	+	5503	22
exon_PfHB3_040022000-t41_1-E9	PfHB3_04	714622	714699	+	78	4
exon_PfHB3_040022000-t41_1-E10	PfHB3_04	714803	714892	+	90	3
exon_PfHB3_130029300-t41_1-E1	PfHB3_13	990496	990598	+	103	0
exon_PfHB3_130029300-t41_1-E2	PfHB3_13	990760	990801	+	42	0
exon_PfHB3_130029300-t41_1-E3	PfHB3_13	990963	990984	+	22	3
exon_PfHB3_130029300-t41_1-E4	PfHB3_13	991075	991101	+	27	1
exon_PfHB3_130029300-t41_1-E5	PfHB3_13	991248	991287	+	40	3
exon_PfHB3_130029300-t41_1-E6	PfHB3_13	991386	991448	+	63	3
exon_PfHB3_130029300-t41_1-E7	PfHB3_13	991636	991785	+	150	4
exon_PfHB3_130029300-t41_1-E8	PfHB3_13	991863	991875	+	13	2
exon_PfHB3_130029300-t41_1-E9	PfHB3_13	992005	992045	+	41	3
exon_PfHB3_130029300-t41_1-E10	PfHB3_13	992151	992306	+	156	12
exon_PfHB3_130029300-t41_1-E11	PfHB3_13	992449	992517	+	69	3
exon_PfHB3_130029300-t41_1-E12	PfHB3_13	992607	992643	+	37	4
exon_PfHB3_130029300-t41_1-E13	PfHB3_13	992832	992860	+	29	3
exon_PfHB3_050013200-t41_1-E4	PfHB3_05	348902	349235	-	334	7
exon_PfHB3_050013200-t41_1-E3	PfHB3_05	349411	349648	-	238	8
exon_PfHB3_050013200-t41_1-E2	PfHB3_05	349838	350007	-	170	9
exon_PfHB3_050013200-t41_1-E1	PfHB3_05	350198	350523	-	326	1
exon_PfHB3_130049800-t41_1-E1	PfHB3_13	1749330	1750022	+	693	24
exon_PfHB3_130049800-t41_1-E2	PfHB3_13	1750172	1750249	+	78	15
exon_PfHB3_130049800-t41_1-E3	PfHB3_13	1750368	1750397	+	30	10
exon_PfHB3_130049800-t41_1-E4	PfHB3_13	1750539	1750661	+	123	14
exon_PfHB3_120050200-t41_1-E1	PfHB3_12	1898508	1898559	+	52	2
exon_PfHB3_120050200-t41_1-E2	PfHB3_12	1898663	1898847	+	185	10
exon_PfHB3_120050200-t41_1-E3	PfHB3_12	1898970	1899086	+	117	10
exon_PfHB3_120050200-t41_1-E4	PfHB3_12	1899215	1899334	+	120	7
exon_PfHB3_140008300-t41_1-E3	PfHB3_14	127838	128098	-	261	1571
exon_PfHB3_140008300-t41_1-E2	PfHB3_14	128767	128852	-	86	865
exon_PfHB3_140008300-t41_1-E1	PfHB3_14	129021	129123	-	103	446
exon_PfHB3_140048800-t41_1-E1	PfHB3_14	1803488	1805212	-	1725	306
exon_PfHB3_120011400-t41_1-E3	PfHB3_12	268761	268929	-	169	405
exon_PfHB3_120011400-t41_1-E2	PfHB3_12	269336	272040	-	2705	3469
exon_PfHB3_120011400-t41_1-E1	PfHB3_12	272411	272491	-	81	153
exon_PfHB3_090030400-t41_1-E1	PfHB3_09	1014018	1019162	+	5145	161
exon_PfHB3_050033400-t41_1-E1	PfHB3_05	1183930	1184046	+	117	60
exon_PfHB3_050033400-t41_1-E2	PfHB3_05	1184225	1184500	+	276	87
exon_PfHB3_050033400-t41_1-E3	PfHB3_05	1184632	1184696	+	65	19
exon_PfHB3_050033400-t41_1-E4	PfHB3_05	1184881	1185295	+	415	91
exon_PfHB3_050033400-t41_1-E5	PfHB3_05	1185524	1185618	+	95	47
exon_PfHB3_050033400-t41_1-E6	PfHB3_05	1185706	1185778	+	73	53
exon_PfHB3_050033400-t41_1-E7	PfHB3_05	1185903	1185981	+	79	55
exon_PfHB3_050033400-t41_1-E8	PfHB3_05	1186085	1186185	+	101	45
exon_PfHB3_090025000-t41_1-E1	PfHB3_09	814549	820101	+	5553	104
exon_PfHB3_050032300-t41_1-E3	PfHB3_05	1148294	1148817	-	524	211
exon_PfHB3_050032300-t41_1-E2	PfHB3_05	1148984	1149295	-	312	178
exon_PfHB3_050032300-t41_1-E1	PfHB3_05	1150038	1150185	-	148	74
exon_PfHB3_140078600-t41_1-E2	PfHB3_14	3009115	3009860	-	746	34
exon_PfHB3_140078600-t41_1-E1	PfHB3_14	3010011	3011043	-	1033	52
